lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
         12107.4 6.071500E+03   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)10f_4Do                   20.00           34.5735                   1
         12101.5 1.332800E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)10f_4Go                   36.00           34.5740                   1
        411600.0 1.049000E+03   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)6f_4Do                    20.00           33.5973                   1
        314200.0 1.399500E+04   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)6f_4Fo                    28.00           33.6066                   1
         50943.7 4.479200E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7p_4Do[1/2]                2.00           33.8105                   1
         50479.1 2.098800E+06   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7p_4Po                    12.00           33.8127                   1
         50216.9 4.676400E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7p_4Do[3/2]                4.00           33.8140                   1
         48764.4 5.106800E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7p_4Do[5/2]                6.00           33.8214                   1
         44814.4 6.579800E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7p_4Do[7/2]                8.00           33.8438                   1
         28488.4 5.689300E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7f_4Do                    20.00           34.0023                   1
         28118.4 3.053000E+06   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)7f_4Fo                    28.00           34.0080                   1
         21845.9 1.661600E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)8p_4Do                    20.00           34.1346                   1
         21627.6 8.893700E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)8p_4Po                    12.00           34.1403                   1
         17762.7 4.114700E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)8f_4Do                    20.00           34.2650                   1
         17668.1 2.266200E+06   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)8f_4Fo                    28.00           34.2687                   1
         15741.3 9.992300E+04   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)9p_4Do                    20.00           34.3546                   1
         15664.6 5.317800E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)9p_4Po                    12.00           34.3585                   1
         14123.0 2.918900E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)9f_4Do                    20.00           34.4448                   1
         14079.1 1.627700E+06   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)9f_4Fo                    28.00           34.4476                   1
         13168.7 6.637200E+04   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)10p_4Do                   20.00           34.5084                   1
         13128.8 3.558800E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)10p_4Po                   12.00           34.5113                   1
         12317.0 2.126100E+05   8         2             33.57           20.0000          0 2s2_2p2(3Pe)6d_4De        2s2_2p2(3Pe)10f_4Do                   20.00           34.5735                   1
        452700.0 4.293900E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)6f_4Do                    20.00           33.5973                   1
         51523.5 2.332600E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4Do[1/2]                2.00           33.8105                   1
         51048.3 8.559600E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4Po                    12.00           33.8127                   1
         50780.2 2.436600E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4Do[3/2]                4.00           33.8140                   1
         49295.4 2.663500E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4Do[5/2]                6.00           33.8214                   1
         45262.5 3.440800E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4Do[7/2]                8.00           33.8438                   1
         43434.5 2.616000E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7p_4So                     4.00           33.8553                   1
         28668.8 3.098000E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)7f_4Do                    20.00           34.0023                   1
         21951.8 2.360700E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)8p_4Do                    20.00           34.1346                   1
         21731.5 3.460000E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)8p_4Po                    12.00           34.1403                   1
         20770.7 1.244800E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)8p_4So                     4.00           34.1667                   1
         17832.6 2.230600E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)8f_4Do                    20.00           34.2650                   1
         15796.2 1.609100E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)9p_4Do                    20.00           34.3546                   1
         15718.9 2.038000E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)9p_4Po                    12.00           34.3585                   1
         15374.4 7.643900E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)9p_4So                     4.00           34.3761                   1
         14167.2 1.577000E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)9f_4Do                    20.00           34.4448                   1
         13207.2 1.289000E+03   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)10p_4Do                   20.00           34.5084                   1
         13167.0 1.357400E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)10p_4Po                   12.00           34.5113                   1
         12996.9 5.070900E+05   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)10p_4So                    4.00           34.5236                   1
         12350.6 1.142800E+06   8         2             33.57           12.0000          0 2s2_2p2(3Pe)6d_4Pe        2s2_2p2(3Pe)10f_4Do                   20.00           34.5735                   1
        474300.0 3.689200E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)6f_2Do                    10.00           33.5973                   1
         56781.8 1.795300E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)7p_2So                     2.00           33.7895                   1
         44802.2 8.301300E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)7p_2Do                    10.00           33.8478                   1
         41864.3 1.196400E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)7p_2Po                     6.00           33.8672                   1
         28751.5 3.092400E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)7f_2Do                    10.00           34.0023                   1
         22365.9 7.290900E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)8p_2So                     2.00           34.1254                   1
         21038.3 1.784100E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)8p_2Do                    10.00           34.1603                   1
         20611.6 5.828000E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)8p_2Po                     6.00           34.1725                   1
         18873.1 6.447300E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(1De)4f_2Do[3/2]                4.00           34.2279                   1
         18872.8 6.447400E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(1De)4f_2Do[5/2]                6.00           34.2279                   1
         18196.4 5.093200E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(1De)4f_2Po[3/2]                4.00           34.2523                   1
         18196.4 5.093200E+03   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(1De)4f_2Po[1/2]                2.00           34.2523                   1
         17864.6 2.222700E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)8f_2Do                    10.00           34.2650                   1
         15948.0 4.459700E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)9p_2So                     2.00           34.3484                   1
         15496.4 7.635500E+02   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)9p_2Do                    10.00           34.3710                   1
         15336.5 3.485100E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)9p_2Po                     6.00           34.3794                   1
         14185.3 1.566300E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)9f_2Do                    10.00           34.4450                   1
         13286.5 3.032700E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)10p_2So                    2.00           34.5041                   1
         13073.7 3.476700E+02   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)10p_2Do                   10.00           34.5193                   1
         12991.8 2.332500E+05   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)10p_2Po                    6.00           34.5252                   1
         12365.9 1.137800E+06   8         2             33.57            6.0000          0 2s2_2p2(3Pe)6d_2Pe        2s2_2p2(3Pe)10f_2Do                   10.00           34.5735                   1
